Asteroids	platforms	Arcade, [[#Ports
Das Boot	platforms	DOS
Das Boot	platforms	Amiga
r	platforms	PlayStation 4
r	platforms	Xbox One
r	platforms	Windows
VA-11 HALL-A	platforms	Microsoft Windows
VA-11 HALL-A	platforms	OS X
VA-11 HALL-A	platforms	Linux
VA-11 HALL-A	platforms	PlayStation Vita
VA-11 HALL-A	platforms	IPad
Beach Head 2002	platforms	Arcade game
Beach Head 2002	platforms	Mac OS
Beach Head 2002	platforms	Microsoft Windows
Dead Rising 4	platforms	Microsoft Windows
Dead Rising 4	platforms	Xbox One
Duskers	platforms	Linux
Duskers	platforms	OS X
Duskers	platforms	Microsoft Windows
Quake Champions	platforms	Microsoft Windows
Basketball	platforms	Arcade game
Prey 2	platforms	Microsoft Windows
Prey 2	platforms	PlayStation 3
Prey 2	platforms	Xbox 360
Gwent: The Witcher Card Game	platforms	Microsoft Windows
Gwent: The Witcher Card Game	platforms	PlayStation 4
Gwent: The Witcher Card Game	platforms	Xbox One
Chronos Materia	platforms	PlayStation Vita
Flinthook	platforms	Microsoft Windows
Flinthook	platforms	Xbox One
State of Decay 2	platforms	Microsoft Windows
State of Decay 2	platforms	Xbox One
Oxygen Not Included	platforms	Windows
Grow Up	platforms	Microsoft Windows
Grow Up	platforms	PlayStation 4
Grow Up	platforms	Xbox One
Steep	platforms	Microsoft Windows
Steep	platforms	PlayStation 4
Steep	platforms	Xbox One
Days Gone	platforms	PlayStation 4
Death Stranding	platforms	PlayStation 4
God of War	platforms	PlayStation 4
Tactical Legends	platforms	Microsoft Windows
The Witcher 3: Wild Hunt – Hearts of Stone	platforms	Microsoft Windows
The Witcher 3: Wild Hunt – Hearts of Stone	platforms	PlayStation 4
The Witcher 3: Wild Hunt – Hearts of Stone	platforms	Xbox One
The Witcher 3: Wild Hunt – Blood and Wine	platforms	Microsoft Windows
The Witcher 3: Wild Hunt – Blood and Wine	platforms	PlayStation 4
The Witcher 3: Wild Hunt – Blood and Wine	platforms	Xbox One
Commander Keen in Goodbye, Galaxy	platforms	MS-DOS
Moto Racer 4	platforms	Microsoft Windows
Moto Racer 4	platforms	OS X
Moto Racer 4	platforms	PlayStation 4
Moto Racer 4	platforms	Xbox One
Ever Oasis	platforms	Nintendo 3DS
BoxBoxBoy!	platforms	Nintendo 3DS
Commander Keen in Aliens Ate My Babysitter	platforms	MS-DOS
Absolver	platforms	Linux
Absolver	platforms	OS X
Absolver	platforms	PlayStation 4
Absolver	platforms	Xbox One
Absolver	platforms	Microsoft Windows
Observer	platforms	Microsoft Windows
Insurgency	platforms	Microsoft Windows
Insurgency	platforms	OS X
Insurgency	platforms	Linux
Raid: World War II	platforms	Microsoft Windows
Raid: World War II	platforms	PlayStation 4
Gumball	platforms	Apple II
Gumball	platforms	Atari 8-bit family
Gumball	platforms	Commodore 64
Skylanders: Imaginators	platforms	PlayStation 3
Skylanders: Imaginators	platforms	PlayStation 4
Skylanders: Imaginators	platforms	Wii U
Skylanders: Imaginators	platforms	Xbox 360
Skylanders: Imaginators	platforms	Xbox One
Extella: The Umbral Star	platforms	PlayStation 4
Extella: The Umbral Star	platforms	PlayStation Vita
Mario Party: Star Rush	platforms	Nintendo 3DS
Spider-Man	platforms	PlayStation 4
Lemmings	platforms	PlayStation Portable
Lemmings	platforms	PlayStation 3
Lemmings	platforms	PlayStation 2
Scan Command: Jurassic Park	platforms	Microsoft Windows
Wavy Navy	platforms	Apple II
Wavy Navy	platforms	Atari 8-bit family
Wavy Navy	platforms	Commodore 64
The Temple of No	platforms	Browser game
Rain World	platforms	PlayStation 4
Loot Rascals	platforms	Microsoft Windows
Loot Rascals	platforms	PlayStation 4
7 Mages	platforms	Microsoft Windows
7 Mages	platforms	Android
7 Mages	platforms	IOS
7 Mages	platforms	OS X
7 Mages	platforms	Linux
Ys vs. Sora no Kiseki: Alternative Saga	platforms	PlayStation Portable
Pro Evolution Soccer 2017	platforms	Microsoft Windows
Pro Evolution Soccer 2017	platforms	PlayStation 3
Pro Evolution Soccer 2017	platforms	PlayStation 4
Pro Evolution Soccer 2017	platforms	Xbox 360
Pro Evolution Soccer 2017	platforms	Xbox One
Pacific Coast Highway	platforms	Atari 8-bit family
Dino Crisis: Dungeon in Chaos	platforms	Mobile computing
Redcon	platforms	Android
Redcon	platforms	IOS
Redcon	platforms	Windows Phone
Redcon	platforms	Microsoft Windows
Redcon	platforms	Mac OS X
Style Savvy: Fashion Forward	platforms	Nintendo 3DS
Shura no Mon	platforms	PlayStation
BioShock: The Collection	platforms	PlayStation 4
BioShock: The Collection	platforms	Xbox One
BioShock: The Collection	platforms	Microsoft Windows
Fragments of Him	platforms	Microsoft Windows
Fragments of Him	platforms	Xbox One
JumpJet Rex	platforms	Linux
JumpJet Rex	platforms	OS X
JumpJet Rex	platforms	Windows
JumpJet Rex	platforms	Xbox One
Chase: Cold Case Investigations - Distant Memories	platforms	Nintendo 3DS
Monaco: What's Yours Is Mine	platforms	Microsoft Windows
Monaco: What's Yours Is Mine	platforms	Xbox 360
Monaco: What's Yours Is Mine	platforms	Mac OS X
Monaco: What's Yours Is Mine	platforms	Linux
System Shock	platforms	Microsoft Windows
System Shock	platforms	OS X
System Shock	platforms	Linux
System Shock	platforms	PlayStation 4
System Shock	platforms	Xbox One
Dog Star Adventure	platforms	TRS-80
Dog Star Adventure	platforms	Commodore PET
Monster Hunter Stories	platforms	Nintendo 3DS
Undead Nightmare	platforms	PlayStation 3
Undead Nightmare	platforms	Xbox 360
The Aquatic Adventure of the Last Human	platforms	Linux
The Aquatic Adventure of the Last Human	platforms	Microsoft Windows
The Aquatic Adventure of the Last Human	platforms	OS X
FireTeam	platforms	Microsoft Windows
Aviary Attorney	platforms	Microsoft Windows
Aviary Attorney	platforms	OS X
Suzuki TT Superbikes	platforms	PlayStation 2
Fire Emblem: New Mystery of the Emblem	platforms	Nintendo DS
Paradigm	platforms	Microsoft Windows
Rick and Morty Simulator: Virtual Rick-ality	platforms	Microsoft Windows
Turf	platforms	Android
Turf	platforms	IOS
Canyon Climber	platforms	Atari 8-bit family
Canyon Climber	platforms	Apple II
Canyon Climber	platforms	TRS-80 Color Computer
Canyon Climber	platforms	PC-6001
Football Manager 2017	platforms	Microsoft Windows
Football Manager 2017	platforms	OS X
Football Manager 2017	platforms	Linux
Opera Fatal	platforms	Mac OS
Opera Fatal	platforms	Microsoft Windows
Star Billions	platforms	IOS
Star Billions	platforms	Android
Azure Striker Gunvolt 2	platforms	Nintendo 3DS
Darkwood	platforms	Microsoft Windows
Darkwood	platforms	MAC OS X
Darkwood	platforms	SteamOS
Darkwood	platforms	Ubuntu
Door Kickers	platforms	Microsoft Windows
Door Kickers	platforms	Linux
Door Kickers	platforms	IOS
Door Kickers	platforms	Android
Pac-Man Championship Edition 2	platforms	Xbox One
Pac-Man Championship Edition 2	platforms	PlayStation 4
Pac-Man Championship Edition 2	platforms	Windows
Family Farm Seaside	platforms	Facebook
Town Meadow railway station	platforms	2
Tricky Towers	platforms	PlayStation 4
Tricky Towers	platforms	Lin)
Badiya	platforms	PlayStation 4
Badiya	platforms	Xbox One
Badiya	platforms	Microsoft Windows
Duelyst	platforms	Microsoft Windows
Duelyst	platforms	OS X
Duelyst	platforms	Linux
Duelyst	platforms	PlayStation 4
Duelyst	platforms	Xbox One
Doc the Destroyer	platforms	Commodore 64
Doc the Destroyer	platforms	ZX Spectrum
Momodora: Reverie Under the Moonlight	platforms	Microsoft Windows
Creativerse	platforms	Microsoft Windows
Lady Layton: The Millionaire Ariadone's Conspiracy	platforms	Nintendo 3DS
Lady Layton: The Millionaire Ariadone's Conspiracy	platforms	IOS
Lady Layton: The Millionaire Ariadone's Conspiracy	platforms	Android
Eden Star	platforms	Microsoft Windows
Mad Planets	platforms	Arcade game
Tall Unlimited	platforms	PlayStation
Tall Unlimited	platforms	Playstation Portable
Tall Unlimited	platforms	PlayStation 3
ISS	platforms	PlayStation 2
ISS	platforms	Game Boy Advance
Padarn Halt railway station	platforms	1
Caernarvon	platforms	1
Carnarvon	platforms	1
Nantlle railway station	platforms	1
Tidalis	platforms	Microsoft Windows
Tidalis	platforms	Mac OS
Tidalis	platforms	Linux
Shattered Haven	platforms	Microsoft Windows
Shattered Haven	platforms	Mac OS
Shattered Haven	platforms	Linux
Hole Land	platforms	Arcade game
The Young Indiana Jones Chronicles	platforms	Nintendo Entertainment System
Deus Ex: Human Revolution - The Missing Link	platforms	Microsoft Windows
Deus Ex: Human Revolution - The Missing Link	platforms	PlayStation 3
Deus Ex: Human Revolution - The Missing Link	platforms	Xbox 360
Teigl Halt railway station	platforms	1
The Swindle	platforms	Windows
The Swindle	platforms	OS X
The Swindle	platforms	PlayStation 3
The Swindle	platforms	PlayStation 4
The Swindle	platforms	PlayStation Vita
The Swindle	platforms	Xbox One
The Swindle	platforms	Wii U
The Yawhg	platforms	Windows
Lumino City	platforms	OS X
Lumino City	platforms	Windows
Lumino City	platforms	IOS
Nano Assault	platforms	Nintendo 3DS
Nano Assault	platforms	Nintendo eShop
Offworld Trading Company	platforms	Windows
Offworld Trading Company	platforms	OS X
Overcooked	platforms	Microsoft Windows
Overcooked	platforms	PlayStation 4
Overcooked	platforms	Xbox One
This Is the Police	platforms	Microsoft Windows
This Is the Police	platforms	OS X
This Is the Police	platforms	Linux
Samurai Warriors: Sanada Maru	platforms	PlayStation 3
Samurai Warriors: Sanada Maru	platforms	PlayStation 4
Samurai Warriors: Sanada Maru	platforms	PlayStation Vita
AM2R	platforms	Microsoft Windows
RIGS: Mechanized Combat League	platforms	PlayStation 4
Frightmare	platforms	MS-DOS
Frightmare	platforms	Commodore 64
Trawsfynydd Camp railway station	platforms	2
Lilo & Stitch: Trouble in Paradise	platforms	Microsoft Windows
Lilo & Stitch: Trouble in Paradise	platforms	PlayStation
Tiny Troopers: Joint Ops	platforms	PS3
Tiny Troopers: Joint Ops	platforms	PS4
Tiny Troopers: Joint Ops	platforms	PS Vita
Tiny Troopers: Joint Ops	platforms	Xbox One
Little Nightmares	platforms	Microsoft Windows
Little Nightmares	platforms	PlayStation 4
Little Nightmares	platforms	Xbox One
Indiana Jones in the Lost Kingdom	platforms	Commodore 64
The Avengers	platforms	PlayStation 3
The Avengers	platforms	Xbox 360
The Avengers	platforms	Wii U
The Avengers	platforms	Personal computer
Backstreet Billiards	platforms	PlayStation 1
Backstreet Billiards	platforms	PlayStation 3
Backstreet Billiards	platforms	PlayStation Portable
Hazard Run	platforms	Atari 8-bit family
Crash Bandicoot Remastered Collection	platforms	PlayStation 4
Assault Squad 2: Men of War Origins	platforms	Microsoft Windows
Worm Whomper	platforms	Intellivision
The Killing Blade	platforms	Arcade game
Forced: Showdown	platforms	Microsoft Windows
Forced: Showdown	platforms	OS X
Forced: Showdown	platforms	Linux
Convoy	platforms	Microsoft Windows
Convoy	platforms	OS X
Event 0	platforms	Microsoft Windows
Event 0	platforms	MacOS
Cwm Prysor Halt railway station	platforms	1
Shadowgun Legends	platforms	Android
Shadowgun Legends	platforms	IOS
The Dwarves	platforms	Linux
The Dwarves	platforms	Mac OS
The Dwarves	platforms	Microsoft Windows
The Dwarves	platforms	PlayStation 4
The Dwarves	platforms	Xbox One
The Wild Eight	platforms	Linux
The Wild Eight	platforms	Microsoft Windows
The Wild Eight	platforms	MacOS
The Wild Eight	platforms	PlayStation 4
The Wild Eight	platforms	Xbox One
Pitstop	platforms	Atari 8-bit family
Pitstop	platforms	ColecoVision
Pitstop	platforms	Coleco Adam
Pitstop	platforms	Commodore 64
Until I Have You	platforms	Microsoft Windows
Until I Have You	platforms	Linux
The Punisher: The Ultimate Payback!	platforms	Game Boy
Night Striker	platforms	Arcade game
Night Striker	platforms	Mega CD
Night Striker	platforms	Sega Saturn
Night Striker	platforms	PlayStation
Zenji	platforms	Atari 5200
Zenji	platforms	Atari 8-bit family
Zenji	platforms	ColecoVision
Zenji	platforms	Commodore 64
Zenji	platforms	MSX
Zenji	platforms	ZX Spectrum
Hot Wheels Micro Racers	platforms	Microsoft Windows
Ambulance	platforms	4A
Crack'ed	platforms	Atari 2600
Crack'ed	platforms	Atari 7800
Crack'ed	platforms	Atari ST
Harley Davidson: The Road to Sturgis	platforms	Amiga
Harley Davidson: The Road to Sturgis	platforms	Atari ST
Harley Davidson: The Road to Sturgis	platforms	DOS
Ember	platforms	Microsoft Windows,iOS
PANIC at Multiverse High!	platforms	Microsoft Windows
Loop Mania	platforms	*
Loop Mania	platforms	IOS
Loop Mania	platforms	Android
Putt Putt Travels Through Time	platforms	Android
Putt Putt Travels Through Time	platforms	Mac OS
Putt Putt Travels Through Time	platforms	Microsoft Windows
Putt Putt Travels Through Time	platforms	IOS
Putt Putt Travels Through Time	platforms	Linux
Picnic Paranoia	platforms	Atari 8-bit, TI-99/4A
Classic Adventure	platforms	Amstrad CPC
Classic Adventure	platforms	BBC Micro
Classic Adventure	platforms	Commodore 16
Classic Adventure	platforms	4
Classic Adventure	platforms	Commodore 64
Classic Adventure	platforms	Acorn Electron
Classic Adventure	platforms	MSX
Classic Adventure	platforms	ZX81
Classic Adventure	platforms	ZX Spectrum
Jumpman Junior	platforms	Atari 8-bit
Jumpman Junior	platforms	ColecoVision
Jumpman Junior	platforms	Commodore 64
Livelock	platforms	Microsoft Windows
Livelock	platforms	PlayStation 4
Livelock	platforms	Xbox One
Hot Wheels	platforms	Commodore 64
Sultan's Maze	platforms	Amstrad CPC
Sultan's Maze	platforms	Camputers Lynx
Sultan's Maze	platforms	64
Tharsis	platforms	Windows
Tharsis	platforms	Mac OS X
Tharsis	platforms	Playstation 4
Tharsis	platforms	IOS
Master X Master	platforms	Microsoft Windows
Bound	platforms	PlayStation 4
Don Bradman Cricket 17	platforms	Microsoft Windows
Don Bradman Cricket 17	platforms	PlayStation 4
Don Bradman Cricket 17	platforms	Xbox One
Iconoclasts	platforms	PC, Mac, PlayStation 4, PlayStation Vita
Letter Zap!	platforms	Game Wave Family Entertainment System
Fru	platforms	Xbox One
Ghost 1.0	platforms	Microsoft Windows
4 Degrees: The Arc of Trivia, Vol. 1	platforms	Game Wave Family Entertainment System
4 Degrees: The Arc of Trivia, Vol. 1	platforms	IPhone
4 Degrees: The Arc of Trivia, Vol. 1	platforms	BlackBerry
Laserlife	platforms	Microsoft Windows
Laserlife	platforms	Mac OS X
Laserlife	platforms	Playstation 4
Laserlife	platforms	Xbox One
Happy Trails	platforms	Intellivision
The Turing Test	platforms	Microsoft Windows
The Turing Test	platforms	Xbox One
Datura	platforms	PlayStation 3
Picross 3D Round 2	platforms	Nintendo 3DS
Civilization II: Conflicts in Civilization	platforms	Microsoft Windows
Civilization II: Conflicts in Civilization	platforms	Mac OS
The Idolmaster Cinderella Girls: Starlight Stage	platforms	Android
The Idolmaster Cinderella Girls: Starlight Stage	platforms	IOS
Steins;Gate: Linear Bounded Phenogram	platforms	PlayStation 3
Steins;Gate: Linear Bounded Phenogram	platforms	Xbox 360
Steins;Gate: Linear Bounded Phenogram	platforms	PlayStation Vita
Steins;Gate: Linear Bounded Phenogram	platforms	IOS
Teddy Together	platforms	Nintendo 3DS
Steins;Gate: Darling of Loving Vows	platforms	Xbox 360
Steins;Gate: Darling of Loving Vows	platforms	PlayStation 3
Steins;Gate: Darling of Loving Vows	platforms	PlayStation Portable
Steins;Gate: Darling of Loving Vows	platforms	PlayStation Vita
Steins;Gate: Darling of Loving Vows	platforms	IOS
Hero of the Golden Talisman	platforms	Commodore 64
Hero of the Golden Talisman	platforms	Amstrad CPC
Hero of the Golden Talisman	platforms	ZX Spectrum
No Mario's Sky	platforms	Microsoft Windows
No Mario's Sky	platforms	OS X
No Mario's Sky	platforms	Linux
Tokyo 42	platforms	PlayStation 4, Windows, and Xbox One
Carnarvon Castle railway station	platforms	0
Super Mario Run	platforms	IOS
Super Mario Run	platforms	Android
My Talking Tom	platforms	Android
My Talking Tom	platforms	IOS
My Talking Tom	platforms	Amazon Kindle
My Talking Tom	platforms	Windows Phone
Shaken but Not Stirred	platforms	ZX Spectrum
Destiny of Ancient Kingdoms	platforms	Microsoft Windows
Project Sonic 2017	platforms	Microsoft Windows
Project Sonic 2017	platforms	Nintendo Switch
Project Sonic 2017	platforms	PlayStation 4
Project Sonic 2017	platforms	Xbox One
Virginia	platforms	Microsoft Windows
Virginia	platforms	OS X
Virginia	platforms	PlayStation 4
Virginia	platforms	Xbox One
Phantom of the Asteroid	platforms	Commodore 64
Pit People	platforms	Microsoft Windows
Pit People	platforms	Xbox One
Arac	platforms	Commodore 64
Arac	platforms	Amstrad CPC
Arac	platforms	Apple II
Arac	platforms	MS-DOS
Grease Dance	platforms	PlayStation 3
Grease Dance	platforms	Xbox 360
The Muppets Movie Adventures	platforms	PlayStation Vita
A Journey to the Centre of the Earth	platforms	Commodore 64
8-Bit Hordes	platforms	Microsoft Windows
Face Noir	platforms	Windows
Face Noir	platforms	Mac OS
Face Noir	platforms	Linux
Pant railway station	platforms	3
Brain Breaker	platforms	Sharp X1
Hot Lava	platforms	Microsoft Windows
Hot Lava	platforms	MacOS
Hot Lava	platforms	Linux
Gregory and the Hot Air Balloon	platforms	Windows
Gregory and the Hot Air Balloon	platforms	Macintosh
Titanfall: Frontline	platforms	Android
Titanfall: Frontline	platforms	IOS
Disney's Animated Storybook: Winnie the Pooh and the Honey Tree	platforms	Windows
Disney's Animated Storybook: Winnie the Pooh and the Honey Tree	platforms	Macintosh
Disney's Animated Storybook: The Lion King	platforms	Windows
Disney's Animated Storybook: The Lion King	platforms	Macintosh
Disney's Animated Storybook: Mulan	platforms	Windows
Disney's Animated Storybook: Mulan	platforms	Macintosh
Disney's Animated Storybook: Mulan	platforms	PlayStation
Syndrome	platforms	Linux
Syndrome	platforms	Mac
Syndrome	platforms	Microsoft Windows
Syndrome	platforms	PlayStation 4
Syndrome	platforms	Xbox One
Stern Pinball Arcade	platforms	Samsung Gear VR
Ironcast	platforms	Linux
Ironcast	platforms	Microsoft Windows
Ironcast	platforms	OS X
Ironcast	platforms	PlayStation 4
Ironcast	platforms	Xbox One
Doriath	platforms	Commodore 64
Avadon 3: The Warborn	platforms	Microsoft Windows
Avadon 3: The Warborn	platforms	Mac OS X
Avadon 3: The Warborn	platforms	iOS
Monster Boy and the Cursed Kingdom	platforms	PlayStation 4
Monster Boy and the Cursed Kingdom	platforms	Xbox One
